date,hour_interval,total_precip
2015-08-31,0400-0800,0.0
2015-08-31,0800-1200,0.0
2015-08-31,1200-1600,0.0
2015-08-31,1600-2000,0.0
2015-08-31,2000-0000,0.0
2015-09-01,0000-0400,0.0
2015-09-01,0400-0800,0.0
2015-09-01,0800-1200,0.0
2015-09-01,1200-1600,0.0
2015-09-01,1600-2000,0.0
2015-09-01,2000-0000,0.0
2015-09-02,0000-0400,0.0
2015-09-02,0400-0800,0.0
2015-09-02,0800-1200,0.0
2015-09-02,1200-1600,0.0
2015-09-02,1600-2000,0.0
2015-09-02,2000-0000,0.0
2015-09-03,0000-0400,0.0
2015-09-03,0400-0800,0.0
2015-09-03,0800-1200,0.0
2015-09-03,1200-1600,0.0
2015-09-03,1600-2000,0.0
2015-09-03,2000-0000,0.0
2015-09-04,0000-0400,0.0
2015-09-04,0400-0800,0.0
2015-09-04,0800-1200,0.0
2015-09-04,1200-1600,0.0
2015-09-04,1600-2000,0.0
2015-09-04,2000-0000,0.0
2015-09-05,0000-0400,0.0
2015-09-05,0400-0800,0.0
2015-09-05,0800-1200,0.0
2015-09-05,1200-1600,0.0
2015-09-05,1600-2000,0.0
2015-09-05,2000-0000,0.0
2015-09-06,0000-0400,0.0
2015-09-06,0400-0800,0.0
2015-09-06,0800-1200,0.0
2015-09-06,1200-1600,0.0
2015-09-06,1600-2000,0.0
2015-09-06,2000-0000,0.0
2015-09-07,0000-0400,0.0
2015-09-07,0400-0800,0.0
2015-09-07,0800-1200,0.0
2015-09-07,1200-1600,0.0
2015-09-07,1600-2000,0.0
2015-09-07,2000-0000,0.0
2015-09-08,0000-0400,0.0
2015-09-08,0400-0800,0.0
2015-09-08,0800-1200,0.0
2015-09-08,1200-1600,0.0
2015-09-08,1600-2000,0.0
2015-09-08,2000-0000,0.0
2015-09-09,0000-0400,0.0
2015-09-09,0400-0800,0.0
2015-09-09,0800-1200,0.0
2015-09-09,1200-1600,0.0
2015-09-09,1600-2000,0.0
2015-09-09,2000-0000,0.0
2015-09-10,0000-0400,2.2300000000000004
2015-09-10,0400-0800,0.28
2015-09-10,0800-1200,0.060000000000000005
2015-09-10,1200-1600,0.06
2015-09-10,1600-2000,0.25
2015-09-10,2000-0000,0.36000000000000004
2015-09-11,0000-0400,0.0
2015-09-11,0400-0800,0.0
2015-09-11,0800-1200,0.0
2015-09-11,1200-1600,0.0
2015-09-11,1600-2000,0.0
2015-09-11,2000-0000,0.0
2015-09-12,0000-0400,0.0
2015-09-12,0400-0800,0.0
2015-09-12,0800-1200,0.0
2015-09-12,1200-1600,0.0
2015-09-12,1600-2000,0.81
2015-09-12,2000-0000,0.09
2015-09-13,0000-0400,0.0
2015-09-13,0400-0800,0.0
2015-09-13,0800-1200,0.0
2015-09-13,1200-1600,0.1
2015-09-13,1600-2000,0.0
2015-09-13,2000-0000,0.0
2015-09-14,0000-0400,0.0
2015-09-14,0400-0800,0.0
2015-09-14,0800-1200,0.0
2015-09-14,1200-1600,0.0
2015-09-14,1600-2000,0.0
2015-09-14,2000-0000,0.0
2015-09-15,0000-0400,0.0
2015-09-15,0400-0800,0.0
2015-09-15,0800-1200,0.0
2015-09-15,1200-1600,0.0
2015-09-15,1600-2000,0.0
2015-09-15,2000-0000,0.0
2015-09-16,0000-0400,0.0
2015-09-16,0400-0800,0.0
2015-09-16,0800-1200,0.0
2015-09-16,1200-1600,0.0
2015-09-16,1600-2000,0.0
2015-09-16,2000-0000,0.0
2015-09-17,0000-0400,0.0
2015-09-17,0400-0800,0.0
2015-09-17,0800-1200,0.0
2015-09-17,1200-1600,0.0
2015-09-17,1600-2000,0.0
2015-09-17,2000-0000,0.0
2015-09-18,0000-0400,0.0
2015-09-18,0400-0800,0.0
2015-09-18,0800-1200,0.0
2015-09-18,1200-1600,0.0
2015-09-18,1600-2000,0.0
2015-09-18,2000-0000,0.0
2015-09-19,0000-0400,0.0
2015-09-19,0400-0800,0.0
2015-09-19,0800-1200,0.0
2015-09-19,1200-1600,0.0
2015-09-19,1600-2000,0.0
2015-09-19,2000-0000,0.0
2015-09-20,0000-0400,0.0
2015-09-20,0400-0800,0.0
2015-09-20,0800-1200,0.0
2015-09-20,1200-1600,0.0
2015-09-20,1600-2000,0.0
2015-09-20,2000-0000,0.0
2015-09-21,0000-0400,0.0
2015-09-21,0400-0800,0.0
2015-09-21,0800-1200,0.0
2015-09-21,1200-1600,0.0
2015-09-21,1600-2000,0.0
2015-09-21,2000-0000,0.0
2015-09-22,0000-0400,0.0
2015-09-22,0400-0800,0.0
2015-09-22,0800-1200,0.0
2015-09-22,1200-1600,0.0
2015-09-22,1600-2000,0.0
2015-09-22,2000-0000,0.0
2015-09-23,0000-0400,0.0
2015-09-23,0400-0800,0.0
2015-09-23,0800-1200,0.0
2015-09-23,1200-1600,0.0
2015-09-23,1600-2000,0.0
2015-09-23,2000-0000,0.0
2015-09-24,0000-0400,0.0
2015-09-24,0400-0800,0.0
2015-09-24,0800-1200,0.0
2015-09-24,1200-1600,0.0
2015-09-24,1600-2000,0.0
2015-09-24,2000-0000,0.0
2015-09-25,0000-0400,0.0
2015-09-25,0400-0800,0.0
2015-09-25,0800-1200,0.0
2015-09-25,1200-1600,0.0
2015-09-25,1600-2000,0.0
2015-09-25,2000-0000,0.0
2015-09-26,0000-0400,0.0
2015-09-26,0400-0800,0.0
2015-09-26,0800-1200,0.0
2015-09-26,1200-1600,0.0
2015-09-26,1600-2000,0.0
2015-09-26,2000-0000,0.0
2015-09-27,0000-0400,0.0
2015-09-27,0400-0800,0.0
2015-09-27,0800-1200,0.0
2015-09-27,1200-1600,0.0
2015-09-27,1600-2000,0.0
2015-09-27,2000-0000,0.0
2015-09-28,0000-0400,0.0
2015-09-28,0400-0800,0.0
2015-09-28,0800-1200,0.0
2015-09-28,1200-1600,0.0
2015-09-28,1600-2000,0.0
2015-09-28,2000-0000,0.0
2015-09-29,0000-0400,0.0
2015-09-29,0400-0800,0.0
2015-09-29,0800-1200,0.0
2015-09-29,1200-1600,0.0
2015-09-29,1600-2000,0.0
2015-09-29,2000-0000,0.29000000000000004
2015-09-30,0000-0400,2.2099999999999995
2015-09-30,0400-0800,0.02
2015-09-30,0800-1200,0.11
2015-09-30,1200-1600,0.0
2015-09-30,1600-2000,0.0
2015-09-30,2000-0000,0.0
2015-10-01,0000-0400,0.0
2015-10-01,0400-0800,0.0
2015-10-01,0800-1200,0.0
2015-10-01,1200-1600,0.0
2015-10-01,1600-2000,0.09
2015-10-01,2000-0000,0.0
2015-10-02,0000-0400,0.03
2015-10-02,0400-0800,0.03
2015-10-02,0800-1200,0.06999999999999999
2015-10-02,1200-1600,0.55
2015-10-02,1600-2000,1.11
2015-10-02,2000-0000,0.11000000000000001
2015-10-03,0000-0400,0.5599999999999999
2015-10-03,0400-0800,0.04
2015-10-03,0800-1200,0.03
2015-10-03,1200-1600,0.0
2015-10-03,1600-2000,0.0
2015-10-03,2000-0000,0.0
2015-10-04,0000-0400,0.0
2015-10-04,0400-0800,0.0
2015-10-04,0800-1200,0.0
2015-10-04,1200-1600,0.0
2015-10-04,1600-2000,0.0
2015-10-04,2000-0000,0.0
2015-10-05,0000-0400,0.0
2015-10-05,0400-0800,0.0
2015-10-05,0800-1200,0.0
2015-10-05,1200-1600,0.0
2015-10-05,1600-2000,0.0
2015-10-05,2000-0000,0.0
2015-10-06,0000-0400,0.0
2015-10-06,0400-0800,0.0
2015-10-06,0800-1200,0.0
2015-10-06,1200-1600,0.0
2015-10-06,1600-2000,0.0
2015-10-06,2000-0000,0.0
2015-10-07,0000-0400,0.0
2015-10-07,0400-0800,0.0
2015-10-07,0800-1200,0.0
2015-10-07,1200-1600,0.0
2015-10-07,1600-2000,0.0
2015-10-07,2000-0000,0.0
2015-10-08,0000-0400,0.0
2015-10-08,0400-0800,0.0
2015-10-08,0800-1200,0.0
2015-10-08,1200-1600,0.0
2015-10-08,1600-2000,0.0
2015-10-08,2000-0000,0.0
2015-10-09,0000-0400,0.0
2015-10-09,0400-0800,0.0
2015-10-09,0800-1200,0.01
2015-10-09,1200-1600,0.11
2015-10-09,1600-2000,2.1499999999999995
2015-10-09,2000-0000,0.0
2015-10-10,0000-0400,0.0
2015-10-10,0400-0800,0.0
2015-10-10,0800-1200,0.0
2015-10-10,1200-1600,0.0
2015-10-10,1600-2000,0.0
2015-10-10,2000-0000,0.0
2015-10-11,0000-0400,0.0
2015-10-11,0400-0800,0.0
2015-10-11,0800-1200,0.0
2015-10-11,1200-1600,0.0
2015-10-11,1600-2000,0.0
2015-10-11,2000-0000,0.0
2015-10-12,0000-0400,0.0
2015-10-12,0400-0800,0.0
2015-10-12,0800-1200,0.0
2015-10-12,1200-1600,0.0
2015-10-12,1600-2000,0.0
2015-10-12,2000-0000,0.0
2015-10-13,0000-0400,0.0
2015-10-13,0400-0800,0.01
2015-10-13,0800-1200,0.0
2015-10-13,1200-1600,0.0
2015-10-13,1600-2000,0.0
2015-10-13,2000-0000,0.0
2015-10-14,0000-0400,0.0
2015-10-14,0400-0800,0.0
2015-10-14,0800-1200,0.0
2015-10-14,1200-1600,0.0
2015-10-14,1600-2000,0.0
2015-10-14,2000-0000,0.0
2015-10-15,0000-0400,0.0
2015-10-15,0400-0800,0.0
2015-10-15,0800-1200,0.0
2015-10-15,1200-1600,0.0
2015-10-15,1600-2000,0.0
2015-10-15,2000-0000,0.0
2015-10-16,0000-0400,0.0
2015-10-16,0400-0800,0.0
2015-10-16,0800-1200,0.0
2015-10-16,1200-1600,0.0
2015-10-16,1600-2000,0.0
2015-10-16,2000-0000,0.0
2015-10-17,0000-0400,0.0
2015-10-17,0400-0800,0.0
2015-10-17,0800-1200,0.0
2015-10-17,1200-1600,0.0
2015-10-17,1600-2000,0.0
2015-10-17,2000-0000,0.0
2015-10-18,0000-0400,0.0
2015-10-18,0400-0800,0.0
2015-10-18,0800-1200,0.0
2015-10-18,1200-1600,0.0
2015-10-18,1600-2000,0.0
2015-10-18,2000-0000,0.0
2015-10-19,0000-0400,0.0
2015-10-19,0400-0800,0.0
2015-10-19,0800-1200,0.0
2015-10-19,1200-1600,0.0
2015-10-19,1600-2000,0.0
2015-10-19,2000-0000,0.0
2015-10-20,0000-0400,0.0
2015-10-20,0400-0800,0.0
2015-10-20,0800-1200,0.0
2015-10-20,1200-1600,0.0
2015-10-20,1600-2000,0.0
2015-10-20,2000-0000,0.0
2015-10-21,0000-0400,0.0
2015-10-21,0400-0800,0.0
2015-10-21,0800-1200,0.0
2015-10-21,1200-1600,0.0
2015-10-21,1600-2000,0.0
2015-10-21,2000-0000,0.0
2015-10-22,0000-0400,0.0
2015-10-22,0400-0800,0.0
2015-10-22,0800-1200,0.0
2015-10-22,1200-1600,0.0
2015-10-22,1600-2000,0.0
2015-10-22,2000-0000,0.0
2015-10-23,0000-0400,0.0
2015-10-23,0400-0800,0.0
2015-10-23,0800-1200,0.0
2015-10-23,1200-1600,0.0
2015-10-23,1600-2000,0.0
2015-10-23,2000-0000,0.0
2015-10-24,0000-0400,0.0
2015-10-24,0400-0800,0.0
2015-10-24,0800-1200,0.0
2015-10-24,1200-1600,0.0
2015-10-24,1600-2000,0.0
2015-10-24,2000-0000,0.0
2015-10-25,0000-0400,0.0
2015-10-25,0400-0800,0.04
2015-10-25,0800-1200,0.1
2015-10-25,1200-1600,0.0
2015-10-25,1600-2000,0.0
2015-10-25,2000-0000,0.0
2015-10-26,0000-0400,0.0
2015-10-26,0400-0800,0.0
2015-10-26,0800-1200,0.0
2015-10-26,1200-1600,0.0
2015-10-26,1600-2000,0.0
2015-10-26,2000-0000,0.0
2015-10-27,0000-0400,0.0
2015-10-27,0400-0800,0.0
2015-10-27,0800-1200,0.0
2015-10-27,1200-1600,0.0
2015-10-27,1600-2000,0.0
2015-10-27,2000-0000,0.0
2015-10-28,0000-0400,0.0
2015-10-28,0400-0800,0.0
2015-10-28,0800-1200,0.15000000000000002
2015-10-28,1200-1600,1.1
2015-10-28,1600-2000,0.7600000000000001
2015-10-28,2000-0000,0.9
2015-10-29,0000-0400,0.03
2015-10-29,0400-0800,0.01
2015-10-29,0800-1200,0.0
2015-10-29,1200-1600,0.0
2015-10-29,1600-2000,0.0
2015-10-29,2000-0000,0.0
2015-10-30,0000-0400,0.0
2015-10-30,0400-0800,0.0
2015-10-30,0800-1200,0.0
2015-10-30,1200-1600,0.0
2015-10-30,1600-2000,0.0
2015-10-30,2000-0000,0.0
2015-10-31,0000-0400,0.0
2015-10-31,0400-0800,0.0
2015-10-31,0800-1200,0.0
2015-10-31,1200-1600,0.0
2015-10-31,1600-2000,0.0
2015-10-31,2000-0000,0.0
2015-11-01,0000-0400,0.0
2015-11-01,0400-0800,0.0
2015-11-01,0800-1200,0.0
2015-11-01,1200-1600,0.0
2015-11-01,1600-2000,0.0
2015-11-01,2000-0000,0.0
2015-11-02,0000-0400,0.0
2015-11-02,0400-0800,0.0
2015-11-02,0800-1200,0.0
2015-11-02,1200-1600,0.0
2015-11-02,1600-2000,0.0
2015-11-02,2000-0000,0.0
2015-11-03,0000-0400,0.0
2015-11-03,0400-0800,0.0
2015-11-03,0800-1200,0.0
2015-11-03,1200-1600,0.0
2015-11-03,1600-2000,0.0
2015-11-03,2000-0000,0.0
2015-11-04,0000-0400,0.0
2015-11-04,0400-0800,0.0
2015-11-04,0800-1200,0.0
2015-11-04,1200-1600,0.0
2015-11-04,1600-2000,0.0
2015-11-04,2000-0000,0.0
2015-11-05,0000-0400,0.0
2015-11-05,0400-0800,0.0
2015-11-05,0800-1200,0.03
2015-11-05,1200-1600,0.0
2015-11-05,1600-2000,0.0
2015-11-05,2000-0000,0.0
2015-11-06,0000-0400,0.0
2015-11-06,0400-0800,0.0
2015-11-06,0800-1200,0.0
2015-11-06,1200-1600,0.0
2015-11-06,1600-2000,0.0
2015-11-06,2000-0000,0.0
2015-11-07,0000-0400,0.0
2015-11-07,0400-0800,0.0
2015-11-07,0800-1200,0.0
2015-11-07,1200-1600,0.0
2015-11-07,1600-2000,0.0
2015-11-07,2000-0000,0.0
2015-11-08,0000-0400,0.0
2015-11-08,0400-0800,0.0
2015-11-08,0800-1200,0.0
2015-11-08,1200-1600,0.0
2015-11-08,1600-2000,0.0
2015-11-08,2000-0000,0.0
2015-11-09,0000-0400,0.0
2015-11-09,0400-0800,0.0
2015-11-09,0800-1200,0.0
2015-11-09,1200-1600,0.0
2015-11-09,1600-2000,0.0
2015-11-09,2000-0000,0.0
2015-11-10,0000-0400,0.0
2015-11-10,0400-0800,0.0
2015-11-10,0800-1200,0.22000000000000003
2015-11-10,1200-1600,0.09
2015-11-10,1600-2000,0.03
2015-11-10,2000-0000,0.13999999999999999
2015-11-11,0000-0400,0.85
2015-11-11,0400-0800,0.1
2015-11-11,0800-1200,0.0
2015-11-11,1200-1600,0.0
2015-11-11,1600-2000,0.0
2015-11-11,2000-0000,0.0
2015-11-12,0000-0400,0.0
2015-11-12,0400-0800,0.0
2015-11-12,0800-1200,0.01
2015-11-12,1200-1600,0.0
2015-11-12,1600-2000,0.0
2015-11-12,2000-0000,0.0
2015-11-13,0000-0400,0.0
2015-11-13,0400-0800,0.0
2015-11-13,0800-1200,0.0
2015-11-13,1200-1600,0.0
2015-11-13,1600-2000,0.0
2015-11-13,2000-0000,0.0
2015-11-14,0000-0400,0.0
2015-11-14,0400-0800,0.0
2015-11-14,0800-1200,0.0
2015-11-14,1200-1600,0.0
2015-11-14,1600-2000,0.0
2015-11-14,2000-0000,0.0
2015-11-15,0000-0400,0.0
2015-11-15,0400-0800,0.0
2015-11-15,0800-1200,0.0
2015-11-15,1200-1600,0.0
2015-11-15,1600-2000,0.0
2015-11-15,2000-0000,0.0
2015-11-16,0000-0400,0.0
2015-11-16,0400-0800,0.0
2015-11-16,0800-1200,0.0
2015-11-16,1200-1600,0.0
2015-11-16,1600-2000,0.0
2015-11-16,2000-0000,0.0
2015-11-17,0000-0400,0.0
2015-11-17,0400-0800,0.0
2015-11-17,0800-1200,0.0
2015-11-17,1200-1600,0.0
2015-11-17,1600-2000,0.0
2015-11-17,2000-0000,0.0
2015-11-18,0000-0400,0.0
2015-11-18,0400-0800,0.0
2015-11-18,0800-1200,0.0
2015-11-18,1200-1600,0.0
2015-11-18,1600-2000,0.0
2015-11-18,2000-0000,0.0
2015-11-19,0000-0400,0.0
2015-11-19,0400-0800,0.0
2015-11-19,0800-1200,0.0
2015-11-19,1200-1600,0.03
2015-11-19,1600-2000,1.18
2015-11-19,2000-0000,1.2300000000000002
2015-11-20,0000-0400,0.0
2015-11-20,0400-0800,0.0
2015-11-20,0800-1200,0.0
2015-11-20,1200-1600,0.0
2015-11-20,1600-2000,0.0
2015-11-20,2000-0000,0.0
2015-11-21,0000-0400,0.0
2015-11-21,0400-0800,0.0
2015-11-21,0800-1200,0.0
2015-11-21,1200-1600,0.0
2015-11-21,1600-2000,0.0
2015-11-21,2000-0000,0.0
2015-11-22,0000-0400,0.06
2015-11-22,0400-0800,0.0
2015-11-22,0800-1200,0.0
2015-11-22,1200-1600,0.0
2015-11-22,1600-2000,0.0
2015-11-22,2000-0000,0.0
2015-11-23,0000-0400,0.0
2015-11-23,0400-0800,0.0
2015-11-23,0800-1200,0.0
2015-11-23,1200-1600,0.0
2015-11-23,1600-2000,0.0
2015-11-23,2000-0000,0.0
2015-11-24,0000-0400,0.0
2015-11-24,0400-0800,0.0
2015-11-24,0800-1200,0.0
2015-11-24,1200-1600,0.0
2015-11-24,1600-2000,0.0
2015-11-24,2000-0000,0.0
2015-11-25,0000-0400,0.0
2015-11-25,0400-0800,0.0
2015-11-25,0800-1200,0.0
2015-11-25,1200-1600,0.0
2015-11-25,1600-2000,0.0
2015-11-25,2000-0000,0.0
2015-11-26,0000-0400,0.0
2015-11-26,0400-0800,0.0
2015-11-26,0800-1200,0.0
2015-11-26,1200-1600,0.0
2015-11-26,1600-2000,0.0
2015-11-26,2000-0000,0.0
2015-11-27,0000-0400,0.0
2015-11-27,0400-0800,0.0
2015-11-27,0800-1200,0.0
2015-11-27,1200-1600,0.0
2015-11-27,1600-2000,0.0
2015-11-27,2000-0000,0.0
2015-11-28,0000-0400,0.0
2015-11-28,0400-0800,0.0
2015-11-28,0800-1200,0.0
2015-11-28,1200-1600,0.0
2015-11-28,1600-2000,0.0
2015-11-28,2000-0000,0.0
2015-11-29,0000-0400,0.0
2015-11-29,0400-0800,0.0
2015-11-29,0800-1200,0.0
2015-11-29,1200-1600,0.0
2015-11-29,1600-2000,0.0
2015-11-29,2000-0000,0.0
2015-11-30,0000-0400,0.0
2015-11-30,0400-0800,0.0
2015-11-30,0800-1200,0.0
2015-11-30,1200-1600,0.0
2015-11-30,1600-2000,0.0
2015-11-30,2000-0000,0.0
2015-12-01,0000-0400,0.1
2015-12-01,0400-0800,0.12
2015-12-01,0800-1200,0.0
2015-12-01,1200-1600,0.05
2015-12-01,1600-2000,0.07
2015-12-01,2000-0000,0.06
2015-12-02,0000-0400,0.0
2015-12-02,0400-0800,0.04
2015-12-02,0800-1200,0.05
2015-12-02,1200-1600,0.02
2015-12-02,1600-2000,0.04
2015-12-02,2000-0000,0.0
2015-12-03,0000-0400,0.0
2015-12-03,0400-0800,0.0
2015-12-03,0800-1200,0.0
2015-12-03,1200-1600,0.0
2015-12-03,1600-2000,0.0
2015-12-03,2000-0000,0.0
2015-12-04,0000-0400,0.0
2015-12-04,0400-0800,0.0
2015-12-04,0800-1200,0.0
2015-12-04,1200-1600,0.0
2015-12-04,1600-2000,0.0
2015-12-04,2000-0000,0.0
2015-12-05,0000-0400,0.0
2015-12-05,0400-0800,0.0
2015-12-05,0800-1200,0.0
2015-12-05,1200-1600,0.0
2015-12-05,1600-2000,0.0
2015-12-05,2000-0000,0.0
2015-12-06,0000-0400,0.0
2015-12-06,0400-0800,0.0
2015-12-06,0800-1200,0.0
2015-12-06,1200-1600,0.0
2015-12-06,1600-2000,0.0
2015-12-06,2000-0000,0.0
2015-12-07,0000-0400,0.0
2015-12-07,0400-0800,0.0
2015-12-07,0800-1200,0.0
2015-12-07,1200-1600,0.0
2015-12-07,1600-2000,0.0
2015-12-07,2000-0000,0.0
2015-12-08,0000-0400,0.0
2015-12-08,0400-0800,0.0
2015-12-08,0800-1200,0.0
2015-12-08,1200-1600,0.0
2015-12-08,1600-2000,0.0
2015-12-08,2000-0000,0.0
2015-12-09,0000-0400,0.0
2015-12-09,0400-0800,0.0
2015-12-09,0800-1200,0.0
2015-12-09,1200-1600,0.0
2015-12-09,1600-2000,0.0
2015-12-09,2000-0000,0.0
2015-12-10,0000-0400,0.0
2015-12-10,0400-0800,0.0
2015-12-10,0800-1200,0.0
2015-12-10,1200-1600,0.0
2015-12-10,1600-2000,0.0
2015-12-10,2000-0000,0.0
2015-12-11,0000-0400,0.0
2015-12-11,0400-0800,0.0
2015-12-11,0800-1200,0.0
2015-12-11,1200-1600,0.0
2015-12-11,1600-2000,0.0
2015-12-11,2000-0000,0.0
2015-12-12,0000-0400,0.0
2015-12-12,0400-0800,0.0
2015-12-12,0800-1200,0.0
2015-12-12,1200-1600,0.0
2015-12-12,1600-2000,0.0
2015-12-12,2000-0000,0.0
2015-12-13,0000-0400,0.0
2015-12-13,0400-0800,0.0
2015-12-13,0800-1200,0.0
2015-12-13,1200-1600,0.0
2015-12-13,1600-2000,0.0
2015-12-13,2000-0000,0.0
2015-12-14,0000-0400,0.0
2015-12-14,0400-0800,0.0
2015-12-14,0800-1200,0.0
2015-12-14,1200-1600,0.0
2015-12-14,1600-2000,0.31
2015-12-14,2000-0000,0.31
2015-12-15,0000-0400,0.18
2015-12-15,0400-0800,0.0
2015-12-15,0800-1200,0.0
2015-12-15,1200-1600,0.0
2015-12-15,1600-2000,0.0
2015-12-15,2000-0000,0.0
2015-12-16,0000-0400,0.0
2015-12-16,0400-0800,0.0
2015-12-16,0800-1200,0.0
2015-12-16,1200-1600,0.0
2015-12-16,1600-2000,0.0
2015-12-16,2000-0000,0.09
2015-12-17,0000-0400,0.0
2015-12-17,0400-0800,0.0
2015-12-17,0800-1200,0.27
2015-12-17,1200-1600,1.54
2015-12-17,1600-2000,0.67
2015-12-17,2000-0000,0.0
2015-12-18,0000-0400,0.0
2015-12-18,0400-0800,0.0
2015-12-18,0800-1200,0.0
2015-12-18,1200-1600,0.0
2015-12-18,1600-2000,0.0
2015-12-18,2000-0000,0.0
2015-12-19,0000-0400,0.0
2015-12-19,0400-0800,0.0
2015-12-19,0800-1200,0.0
2015-12-19,1200-1600,0.0
2015-12-19,1600-2000,0.0
2015-12-19,2000-0000,0.0
2015-12-20,0000-0400,0.0
2015-12-20,0400-0800,0.0
2015-12-20,0800-1200,0.0
2015-12-20,1200-1600,0.0
2015-12-20,1600-2000,0.0
2015-12-20,2000-0000,0.0
2015-12-21,0000-0400,0.0
2015-12-21,0400-0800,0.0
2015-12-21,0800-1200,0.0
2015-12-21,1200-1600,0.0
2015-12-21,1600-2000,0.0
2015-12-21,2000-0000,0.0
2015-12-22,0000-0400,0.0
2015-12-22,0400-0800,0.0
2015-12-22,0800-1200,0.39
2015-12-22,1200-1600,0.03
2015-12-22,1600-2000,0.0
2015-12-22,2000-0000,0.0
2015-12-23,0000-0400,0.0
2015-12-23,0400-0800,0.0
2015-12-23,0800-1200,0.0
2015-12-23,1200-1600,0.22
2015-12-23,1600-2000,2.9699999999999998
2015-12-23,2000-0000,1.5300000000000005
2015-12-24,0000-0400,0.02
2015-12-24,0400-0800,0.0
2015-12-24,0800-1200,0.0
2015-12-24,1200-1600,0.0
2015-12-24,1600-2000,0.0
2015-12-24,2000-0000,0.0
2015-12-25,0000-0400,0.0
2015-12-25,0400-0800,0.0
2015-12-25,0800-1200,0.0
2015-12-25,1200-1600,0.0
2015-12-25,1600-2000,0.01
2015-12-25,2000-0000,0.0
2015-12-26,0000-0400,0.0
2015-12-26,0400-0800,0.0
2015-12-26,0800-1200,0.0
2015-12-26,1200-1600,0.0
2015-12-26,1600-2000,0.0
2015-12-26,2000-0000,0.0
2015-12-27,0000-0400,0.15
2015-12-27,0400-0800,0.0
2015-12-27,0800-1200,0.0
2015-12-27,1200-1600,0.0
2015-12-27,1600-2000,0.0
2015-12-27,2000-0000,0.02
2015-12-28,0000-0400,0.0
2015-12-28,0400-0800,0.0
2015-12-28,0800-1200,0.0
2015-12-28,1200-1600,0.0
2015-12-28,1600-2000,0.03
2015-12-28,2000-0000,0.0
2015-12-29,0000-0400,0.16999999999999998
2015-12-29,0400-0800,0.51
2015-12-29,0800-1200,0.23999999999999996
2015-12-29,1200-1600,0.01
2015-12-29,1600-2000,0.0
2015-12-29,2000-0000,0.0
2015-12-30,0000-0400,0.0
2015-12-30,0400-0800,0.0
2015-12-30,0800-1200,0.0
2015-12-30,1200-1600,0.0
2015-12-30,1600-2000,0.0
2015-12-30,2000-0000,0.29
