date,hour_interval,mean_temp
2015-05-01,0400-0800,50.5
2015-05-01,0800-1200,56.0
2015-05-01,1200-1600,59.5
2015-05-01,1600-2000,51.5
2015-05-01,2000-0000,39.6
2015-05-02,0000-0400,49.5
2015-05-02,0400-0800,51.0
2015-05-02,0800-1200,61.0
2015-05-02,1200-1600,63.5
2015-05-02,1600-2000,53.5
2015-05-02,2000-0000,41.6
2015-05-03,0000-0400,51.75
2015-05-03,0400-0800,53.75
2015-05-03,0800-1200,70.5
2015-05-03,1200-1600,76.75
2015-05-03,1600-2000,68.5
2015-05-03,2000-0000,50.2
2015-05-04,0000-0400,58.0
2015-05-04,0400-0800,61.0
2015-05-04,0800-1200,78.8
2015-05-04,1200-1600,82.0
2015-05-04,1600-2000,79.75
2015-05-04,2000-0000,58.0
2015-05-05,0000-0400,68.25
2015-05-05,0400-0800,68.25
2015-05-05,0800-1200,77.0
2015-05-05,1200-1600,82.0
2015-05-05,1600-2000,73.75
2015-05-05,2000-0000,56.8
2015-05-06,0000-0400,70.0
2015-05-06,0400-0800,66.25
2015-05-06,0800-1200,66.5
2015-05-06,1200-1600,67.25
2015-05-06,1600-2000,65.25
2015-05-06,2000-0000,48.2
2015-05-07,0000-0400,57.75
2015-05-07,0400-0800,60.25
2015-05-07,0800-1200,74.25
2015-05-07,1200-1600,77.0
2015-05-07,1600-2000,68.25
2015-05-07,2000-0000,46.8
2015-05-08,0000-0400,56.5
2015-05-08,0400-0800,58.75
2015-05-08,0800-1200,76.5
2015-05-08,1200-1600,78.75
2015-05-08,1600-2000,71.5
2015-05-08,2000-0000,50.0
2015-05-09,0000-0400,60.55555555555556
2015-05-09,0400-0800,57.4
2015-05-09,0800-1200,60.42857142857143
2015-05-09,1200-1600,67.42857142857143
2015-05-09,1600-2000,64.8
2015-05-09,2000-0000,61.2
2015-05-10,0000-0400,62.714285714285715
2015-05-10,0400-0800,65.8
2015-05-10,0800-1200,72.22222222222223
2015-05-10,1200-1600,81.5
2015-05-10,1600-2000,76.75
2015-05-10,2000-0000,59.4
2015-05-11,0000-0400,71.5
2015-05-11,0400-0800,71.5
2015-05-11,0800-1200,77.8
2015-05-11,1200-1600,80.75
2015-05-11,1600-2000,73.75
2015-05-11,2000-0000,63.5
2015-05-12,0000-0400,69.625
2015-05-12,0400-0800,70.0
2015-05-12,0800-1200,80.0
2015-05-12,1200-1600,84.0
2015-05-12,1600-2000,82.0
2015-05-12,2000-0000,55.4
2015-05-13,0000-0400,60.75
2015-05-13,0400-0800,59.0
2015-05-13,0800-1200,64.5
2015-05-13,1200-1600,67.25
2015-05-13,1600-2000,60.0
2015-05-13,2000-0000,43.6
2015-05-14,0000-0400,51.5
2015-05-14,0400-0800,52.75
2015-05-14,0800-1200,64.5
2015-05-14,1200-1600,71.5
2015-05-14,1600-2000,66.5
2015-05-14,2000-0000,48.6
2015-05-15,0000-0400,56.75
2015-05-15,0400-0800,57.25
2015-05-15,0800-1200,67.0
2015-05-15,1200-1600,72.25
2015-05-15,1600-2000,65.0
2015-05-15,2000-0000,51.0
2015-05-16,0000-0400,59.5
2015-05-16,0400-0800,60.714285714285715
2015-05-16,0800-1200,65.42857142857143
2015-05-16,1200-1600,72.25
2015-05-16,1600-2000,69.5
2015-05-16,2000-0000,61.857142857142854
2015-05-17,0000-0400,66.14285714285714
2015-05-17,0400-0800,67.9090909090909
2015-05-17,0800-1200,75.11111111111111
2015-05-17,1200-1600,81.0
2015-05-17,1600-2000,77.75
2015-05-17,2000-0000,59.6
2015-05-18,0000-0400,72.5
2015-05-18,0400-0800,63.6
2015-05-18,0800-1200,62.54545454545455
2015-05-18,1200-1600,64.0
2015-05-18,1600-2000,62.5
2015-05-18,2000-0000,50.666666666666664
2015-05-19,0000-0400,59.25
2015-05-19,0400-0800,59.142857142857146
2015-05-19,0800-1200,64.2
2015-05-19,1200-1600,76.25
2015-05-19,1600-2000,73.5
2015-05-19,2000-0000,56.4
2015-05-20,0000-0400,60.75
2015-05-20,0400-0800,58.25
2015-05-20,0800-1200,59.5
2015-05-20,1200-1600,61.0
2015-05-20,1600-2000,59.0
2015-05-20,2000-0000,44.6
2015-05-21,0000-0400,52.75
2015-05-21,0400-0800,54.5
2015-05-21,0800-1200,60.0
2015-05-21,1200-1600,60.0
2015-05-21,1600-2000,56.5
2015-05-21,2000-0000,44.0
2015-05-22,0000-0400,55.5
2015-05-22,0400-0800,57.25
2015-05-22,0800-1200,68.75
2015-05-22,1200-1600,70.25
2015-05-22,1600-2000,68.75
2015-05-22,2000-0000,49.8
2015-05-23,0000-0400,53.5
2015-05-23,0400-0800,50.0
2015-05-23,0800-1200,58.0
2015-05-23,1200-1600,66.75
2015-05-23,1600-2000,63.75
2015-05-23,2000-0000,46.8
2015-05-24,0000-0400,57.75
2015-05-24,0400-0800,58.5
2015-05-24,0800-1200,73.25
2015-05-24,1200-1600,79.25
2015-05-24,1600-2000,72.25
2015-05-24,2000-0000,55.4
2015-05-25,0000-0400,65.25
2015-05-25,0400-0800,67.5
2015-05-25,0800-1200,78.25
2015-05-25,1200-1600,84.0
2015-05-25,1600-2000,80.75
2015-05-25,2000-0000,58.8
2015-05-26,0000-0400,69.25
2015-05-26,0400-0800,68.25
2015-05-26,0800-1200,80.25
2015-05-26,1200-1600,85.75
2015-05-26,1600-2000,79.0
2015-05-26,2000-0000,59.6
2015-05-27,0000-0400,71.5
2015-05-27,0400-0800,72.4
2015-05-27,0800-1200,78.14285714285714
2015-05-27,1200-1600,81.2
2015-05-27,1600-2000,75.25
2015-05-27,2000-0000,57.0
2015-05-28,0000-0400,70.75
2015-05-28,0400-0800,72.0
2015-05-28,0800-1200,78.66666666666667
2015-05-28,1200-1600,82.75
2015-05-28,1600-2000,82.5
2015-05-28,2000-0000,60.0
2015-05-29,0000-0400,67.75
2015-05-29,0400-0800,67.5
2015-05-29,0800-1200,76.75
2015-05-29,1200-1600,80.5
2015-05-29,1600-2000,71.0
2015-05-29,2000-0000,54.0
2015-05-30,0000-0400,67.75
2015-05-30,0400-0800,70.25
2015-05-30,0800-1200,79.33333333333333
2015-05-30,1200-1600,82.25
2015-05-30,1600-2000,76.5
2015-05-30,2000-0000,59.2
2015-05-31,0000-0400,72.0
2015-05-31,0400-0800,72.25
2015-05-31,0800-1200,80.5
2015-05-31,1200-1600,74.55555555555556
2015-05-31,1600-2000,69.47058823529412
2015-05-31,2000-0000,54.57142857142857
2015-06-01,0000-0400,57.111111111111114
2015-06-01,0400-0800,56.0
2015-06-01,0800-1200,55.6
2015-06-01,1200-1600,55.75
2015-06-01,1600-2000,55.25
2015-06-01,2000-0000,42.2
2015-06-02,0000-0400,50.375
2015-06-02,0400-0800,51.0
2015-06-02,0800-1200,52.5
2015-06-02,1200-1600,54.0
2015-06-02,1600-2000,53.75
2015-06-02,2000-0000,48.45454545454545
2015-06-03,0000-0400,53.0
2015-06-03,0400-0800,54.2
2015-06-03,0800-1200,62.142857142857146
2015-06-03,1200-1600,68.0
2015-06-03,1600-2000,58.5
2015-06-03,2000-0000,47.857142857142854
2015-06-04,0000-0400,55.57142857142857
2015-06-04,0400-0800,54.75
2015-06-04,0800-1200,59.0
2015-06-04,1200-1600,63.5
2015-06-04,1600-2000,60.0
2015-06-04,2000-0000,45.8
2015-06-05,0000-0400,55.4
2015-06-05,0400-0800,56.75
2015-06-05,0800-1200,57.15
2015-06-05,1200-1600,63.214285714285715
2015-06-05,1600-2000,66.625
2015-06-05,2000-0000,51.833333333333336
2015-06-06,0000-0400,60.625
2015-06-06,0400-0800,62.0625
2015-06-06,0800-1200,66.66666666666667
2015-06-06,1200-1600,73.75
2015-06-06,1600-2000,71.25
2015-06-06,2000-0000,51.0
2015-06-07,0000-0400,59.25
2015-06-07,0400-0800,59.0
2015-06-07,0800-1200,69.75
2015-06-07,1200-1600,71.75
2015-06-07,1600-2000,66.0
2015-06-07,2000-0000,51.2
2015-06-08,0000-0400,63.5
2015-06-08,0400-0800,65.0
2015-06-08,0800-1200,70.5
2015-06-08,1200-1600,77.5
2015-06-08,1600-2000,73.25
2015-06-08,2000-0000,56.0
2015-06-09,0000-0400,68.33333333333333
2015-06-09,0400-0800,69.8
2015-06-09,0800-1200,75.0
2015-06-09,1200-1600,80.2
2015-06-09,1600-2000,79.75
2015-06-09,2000-0000,58.0
2015-06-10,0000-0400,68.25
2015-06-10,0400-0800,68.0
2015-06-10,0800-1200,76.75
2015-06-10,1200-1600,79.75
2015-06-10,1600-2000,78.25
2015-06-10,2000-0000,60.6
2015-06-11,0000-0400,73.0
2015-06-11,0400-0800,73.5
2015-06-11,0800-1200,82.0
2015-06-11,1200-1600,87.75
2015-06-11,1600-2000,87.75
2015-06-11,2000-0000,67.8
2015-06-12,0000-0400,78.75
2015-06-12,0400-0800,75.5
2015-06-12,0800-1200,81.0
2015-06-12,1200-1600,85.5
2015-06-12,1600-2000,84.0
2015-06-12,2000-0000,67.0
2015-06-13,0000-0400,80.5
2015-06-13,0400-0800,77.5
2015-06-13,0800-1200,79.25
2015-06-13,1200-1600,84.75
2015-06-13,1600-2000,81.25
2015-06-13,2000-0000,59.6
2015-06-14,0000-0400,72.25
2015-06-14,0400-0800,74.25
2015-06-14,0800-1200,82.25
2015-06-14,1200-1600,84.25
2015-06-14,1600-2000,79.0
2015-06-14,2000-0000,62.285714285714285
2015-06-15,0000-0400,67.36842105263158
2015-06-15,0400-0800,69.375
2015-06-15,0800-1200,75.28571428571429
2015-06-15,1200-1600,74.07692307692308
2015-06-15,1600-2000,65.66666666666667
2015-06-15,2000-0000,51.8
2015-06-16,0000-0400,65.5
2015-06-16,0400-0800,67.2
2015-06-16,0800-1200,73.375
2015-06-16,1200-1600,74.4
2015-06-16,1600-2000,74.875
2015-06-16,2000-0000,59.4
2015-06-17,0000-0400,70.5
2015-06-17,0400-0800,72.0
2015-06-17,0800-1200,77.0
2015-06-17,1200-1600,75.0
2015-06-17,1600-2000,68.75
2015-06-17,2000-0000,57.42857142857143
2015-06-18,0000-0400,65.0
2015-06-18,0400-0800,66.2
2015-06-18,0800-1200,67.83333333333333
2015-06-18,1200-1600,68.16666666666667
2015-06-18,1600-2000,67.25
2015-06-18,2000-0000,53.6
2015-06-19,0000-0400,68.625
2015-06-19,0400-0800,70.25
2015-06-19,0800-1200,79.0
2015-06-19,1200-1600,84.0
2015-06-19,1600-2000,81.0
2015-06-19,2000-0000,61.0
2015-06-20,0000-0400,72.25
2015-06-20,0400-0800,67.57142857142857
2015-06-20,0800-1200,67.0
2015-06-20,1200-1600,66.66666666666667
2015-06-20,1600-2000,68.5
2015-06-20,2000-0000,61.55555555555556
2015-06-21,0000-0400,72.17647058823529
2015-06-21,0400-0800,72.2
2015-06-21,0800-1200,78.0
2015-06-21,1200-1600,85.75
2015-06-21,1600-2000,81.25
2015-06-21,2000-0000,67.33333333333333
2015-06-22,0000-0400,72.25
2015-06-22,0400-0800,72.25
2015-06-22,0800-1200,80.25
2015-06-22,1200-1600,85.25
2015-06-22,1600-2000,84.75
2015-06-22,2000-0000,64.8
2015-06-23,0000-0400,76.5
2015-06-23,0400-0800,77.0
2015-06-23,0800-1200,85.5
2015-06-23,1200-1600,88.0
2015-06-23,1600-2000,83.5
2015-06-23,2000-0000,63.0
2015-06-24,0000-0400,71.25
2015-06-24,0400-0800,69.25
2015-06-24,0800-1200,77.75
2015-06-24,1200-1600,81.75
2015-06-24,1600-2000,81.0
2015-06-24,2000-0000,60.2
2015-06-25,0000-0400,69.75
2015-06-25,0400-0800,68.75
2015-06-25,0800-1200,79.25
2015-06-25,1200-1600,78.75
2015-06-25,1600-2000,77.25
2015-06-25,2000-0000,59.0
2015-06-26,0000-0400,71.75
2015-06-26,0400-0800,72.25
2015-06-26,0800-1200,74.5
2015-06-26,1200-1600,78.75
2015-06-26,1600-2000,74.25
2015-06-26,2000-0000,56.2
2015-06-27,0000-0400,68.25
2015-06-27,0400-0800,68.75
2015-06-27,0800-1200,69.25
2015-06-27,1200-1600,66.25
2015-06-27,1600-2000,60.15384615384615
2015-06-27,2000-0000,56.142857142857146
2015-06-28,0000-0400,63.44444444444444
2015-06-28,0400-0800,63.666666666666664
2015-06-28,0800-1200,64.22222222222223
2015-06-28,1200-1600,67.28571428571429
2015-06-28,1600-2000,71.75
2015-06-28,2000-0000,57.2
2015-06-29,0000-0400,66.0
2015-06-29,0400-0800,64.5
2015-06-29,0800-1200,71.0
2015-06-29,1200-1600,74.5
2015-06-29,1600-2000,75.0
2015-06-29,2000-0000,57.8
2015-06-30,0000-0400,70.5
2015-06-30,0400-0800,71.5
2015-06-30,0800-1200,78.25
2015-06-30,1200-1600,79.25
2015-06-30,1600-2000,74.5
2015-06-30,2000-0000,66.2
2015-07-01,0000-0400,71.66666666666667
2015-07-01,0400-0800,70.0
2015-07-01,0800-1200,74.5
2015-07-01,1200-1600,80.25
2015-07-01,1600-2000,80.5
2015-07-01,2000-0000,61.6
2015-07-02,0000-0400,71.75
2015-07-02,0400-0800,70.5
2015-07-02,0800-1200,76.25
2015-07-02,1200-1600,77.0
2015-07-02,1600-2000,74.5
2015-07-02,2000-0000,58.0
2015-07-03,0000-0400,69.75
2015-07-03,0400-0800,67.5
2015-07-03,0800-1200,75.0
2015-07-03,1200-1600,79.5
2015-07-03,1600-2000,76.5
2015-07-03,2000-0000,57.4
2015-07-04,0000-0400,70.75
2015-07-04,0400-0800,70.75
2015-07-04,0800-1200,72.5
2015-07-04,1200-1600,72.5
2015-07-04,1600-2000,73.25
2015-07-04,2000-0000,56.6
2015-07-05,0000-0400,69.5
2015-07-05,0400-0800,70.5
2015-07-05,0800-1200,77.0
2015-07-05,1200-1600,82.0
2015-07-05,1600-2000,78.75
2015-07-05,2000-0000,59.6
2015-07-06,0000-0400,73.25
2015-07-06,0400-0800,74.5
2015-07-06,0800-1200,80.5
2015-07-06,1200-1600,80.75
2015-07-06,1600-2000,76.8
2015-07-06,2000-0000,66.77777777777777
2015-07-07,0000-0400,75.3
2015-07-07,0400-0800,77.33333333333333
2015-07-07,0800-1200,82.42857142857143
2015-07-07,1200-1600,82.33333333333333
2015-07-07,1600-2000,79.75
2015-07-07,2000-0000,64.8
2015-07-08,0000-0400,79.0
2015-07-08,0400-0800,78.75
2015-07-08,0800-1200,82.25
2015-07-08,1200-1600,82.5
2015-07-08,1600-2000,79.0
2015-07-08,2000-0000,62.4
2015-07-09,0000-0400,76.25
2015-07-09,0400-0800,72.0
2015-07-09,0800-1200,70.14285714285714
2015-07-09,1200-1600,77.0
2015-07-09,1600-2000,72.5
2015-07-09,2000-0000,68.47368421052632
2015-07-10,0000-0400,73.42857142857143
2015-07-10,0400-0800,72.2
2015-07-10,0800-1200,76.5
2015-07-10,1200-1600,83.0
2015-07-10,1600-2000,81.5
2015-07-10,2000-0000,62.2
2015-07-11,0000-0400,72.25
2015-07-11,0400-0800,72.5
2015-07-11,0800-1200,81.5
2015-07-11,1200-1600,86.0
2015-07-11,1600-2000,81.75
2015-07-11,2000-0000,62.2
2015-07-12,0000-0400,74.5
2015-07-12,0400-0800,74.5
2015-07-12,0800-1200,83.75
2015-07-12,1200-1600,87.0
2015-07-12,1600-2000,82.25
2015-07-12,2000-0000,62.8
2015-07-13,0000-0400,76.25
2015-07-13,0400-0800,77.0
2015-07-13,0800-1200,82.5
2015-07-13,1200-1600,83.75
2015-07-13,1600-2000,77.75
2015-07-13,2000-0000,58.8
2015-07-14,0000-0400,74.0
2015-07-14,0400-0800,74.75
2015-07-14,0800-1200,77.75
2015-07-14,1200-1600,74.93333333333334
2015-07-14,1600-2000,76.9
2015-07-14,2000-0000,70.0
2015-07-15,0000-0400,75.63636363636364
2015-07-15,0400-0800,76.11111111111111
2015-07-15,0800-1200,77.0
2015-07-15,1200-1600,78.25
2015-07-15,1600-2000,77.75
2015-07-15,2000-0000,59.2
2015-07-16,0000-0400,68.25
2015-07-16,0400-0800,65.5
2015-07-16,0800-1200,73.25
2015-07-16,1200-1600,78.5
2015-07-16,1600-2000,75.75
2015-07-16,2000-0000,55.6
2015-07-17,0000-0400,68.25
2015-07-17,0400-0800,69.0
2015-07-17,0800-1200,76.25
2015-07-17,1200-1600,78.25
2015-07-17,1600-2000,74.25
2015-07-17,2000-0000,58.2
2015-07-18,0000-0400,73.66666666666667
2015-07-18,0400-0800,73.66666666666667
2015-07-18,0800-1200,74.375
2015-07-18,1200-1600,81.42857142857143
2015-07-18,1600-2000,82.66666666666667
2015-07-18,2000-0000,65.4
2015-07-19,0000-0400,79.25
2015-07-19,0400-0800,79.5
2015-07-19,0800-1200,88.0
2015-07-19,1200-1600,91.75
2015-07-19,1600-2000,90.25
2015-07-19,2000-0000,70.2
2015-07-20,0000-0400,84.5
2015-07-20,0400-0800,83.25
2015-07-20,0800-1200,89.5
2015-07-20,1200-1600,92.25
2015-07-20,1600-2000,90.25
2015-07-20,2000-0000,68.4
2015-07-21,0000-0400,82.75
2015-07-21,0400-0800,81.25
2015-07-21,0800-1200,82.5
2015-07-21,1200-1600,86.0
2015-07-21,1600-2000,81.75
2015-07-21,2000-0000,61.4
2015-07-22,0000-0400,72.25
2015-07-22,0400-0800,71.0
2015-07-22,0800-1200,79.5
2015-07-22,1200-1600,83.75
2015-07-22,1600-2000,80.5
2015-07-22,2000-0000,60.4
2015-07-23,0000-0400,71.25
2015-07-23,0400-0800,69.6
2015-07-23,0800-1200,79.25
2015-07-23,1200-1600,83.5
2015-07-23,1600-2000,80.5
2015-07-23,2000-0000,59.8
2015-07-24,0000-0400,73.75
2015-07-24,0400-0800,72.0
2015-07-24,0800-1200,80.5
2015-07-24,1200-1600,85.0
2015-07-24,1600-2000,81.0
2015-07-24,2000-0000,62.0
2015-07-25,0000-0400,73.75
2015-07-25,0400-0800,72.75
2015-07-25,0800-1200,82.25
2015-07-25,1200-1600,84.25
2015-07-25,1600-2000,78.75
2015-07-25,2000-0000,61.4
2015-07-26,0000-0400,75.0
2015-07-26,0400-0800,75.5
2015-07-26,0800-1200,84.25
2015-07-26,1200-1600,85.5
2015-07-26,1600-2000,82.75
2015-07-26,2000-0000,63.4
2015-07-27,0000-0400,73.25
2015-07-27,0400-0800,72.83333333333333
2015-07-27,0800-1200,80.25
2015-07-27,1200-1600,83.25
2015-07-27,1600-2000,79.75
2015-07-27,2000-0000,62.4
2015-07-28,0000-0400,76.0
2015-07-28,0400-0800,77.5
2015-07-28,0800-1200,86.75
2015-07-28,1200-1600,93.75
2015-07-28,1600-2000,85.75
2015-07-28,2000-0000,66.2
2015-07-29,0000-0400,79.75
2015-07-29,0400-0800,80.25
2015-07-29,0800-1200,90.25
2015-07-29,1200-1600,92.25
2015-07-29,1600-2000,87.5
2015-07-29,2000-0000,67.0
2015-07-30,0000-0400,80.5
2015-07-30,0400-0800,79.66666666666667
2015-07-30,0800-1200,81.625
2015-07-30,1200-1600,78.85714285714286
2015-07-30,1600-2000,77.5
2015-07-30,2000-0000,66.0
2015-07-31,0000-0400,75.8
2015-07-31,0400-0800,74.5
2015-07-31,0800-1200,84.0
2015-07-31,1200-1600,88.25
2015-07-31,1600-2000,85.25
2015-07-31,2000-0000,64.6
2015-08-01,0000-0400,78.25
2015-08-01,0400-0800,76.5
2015-08-01,0800-1200,82.75
2015-08-01,1200-1600,86.75
2015-08-01,1600-2000,84.0
2015-08-01,2000-0000,63.0
2015-08-02,0000-0400,74.75
2015-08-02,0400-0800,73.0
2015-08-02,0800-1200,84.0
2015-08-02,1200-1600,86.75
2015-08-02,1600-2000,81.5
2015-08-02,2000-0000,62.8
2015-08-03,0000-0400,77.0
2015-08-03,0400-0800,76.25
2015-08-03,0800-1200,84.25
2015-08-03,1200-1600,87.5
2015-08-03,1600-2000,85.75
2015-08-03,2000-0000,66.0
2015-08-04,0000-0400,72.77777777777777
2015-08-04,0400-0800,70.5
2015-08-04,0800-1200,82.0
2015-08-04,1200-1600,88.0
2015-08-04,1600-2000,84.6
2015-08-04,2000-0000,63.4
2015-08-05,0000-0400,75.0
2015-08-05,0400-0800,73.75
2015-08-05,0800-1200,81.25
2015-08-05,1200-1600,84.75
2015-08-05,1600-2000,81.0
2015-08-05,2000-0000,60.8
2015-08-06,0000-0400,70.75
2015-08-06,0400-0800,69.0
2015-08-06,0800-1200,76.75
2015-08-06,1200-1600,81.5
2015-08-06,1600-2000,78.75
2015-08-06,2000-0000,60.4
2015-08-07,0000-0400,72.5
2015-08-07,0400-0800,71.0
2015-08-07,0800-1200,78.25
2015-08-07,1200-1600,82.5
2015-08-07,1600-2000,78.5
2015-08-07,2000-0000,58.0
2015-08-08,0000-0400,70.0
2015-08-08,0400-0800,71.0
2015-08-08,0800-1200,77.25
2015-08-08,1200-1600,80.75
2015-08-08,1600-2000,76.5
2015-08-08,2000-0000,58.4
2015-08-09,0000-0400,70.0
2015-08-09,0400-0800,70.5
2015-08-09,0800-1200,79.0
2015-08-09,1200-1600,81.5
2015-08-09,1600-2000,75.5
2015-08-09,2000-0000,57.8
2015-08-10,0000-0400,72.0
2015-08-10,0400-0800,71.5
2015-08-10,0800-1200,77.66666666666667
2015-08-10,1200-1600,79.5
2015-08-10,1600-2000,75.75
2015-08-10,2000-0000,67.5
2015-08-11,0000-0400,74.33333333333333
2015-08-11,0400-0800,71.58823529411765
2015-08-11,0800-1200,72.21428571428571
2015-08-11,1200-1600,77.5
2015-08-11,1600-2000,78.16666666666667
2015-08-11,2000-0000,61.0
2015-08-12,0000-0400,72.5
2015-08-12,0400-0800,71.75
2015-08-12,0800-1200,79.0
2015-08-12,1200-1600,82.5
2015-08-12,1600-2000,80.0
2015-08-12,2000-0000,59.8
2015-08-13,0000-0400,70.75
2015-08-13,0400-0800,69.0
2015-08-13,0800-1200,77.5
2015-08-13,1200-1600,81.5
2015-08-13,1600-2000,79.25
2015-08-13,2000-0000,59.6
2015-08-14,0000-0400,70.75
2015-08-14,0400-0800,70.25
2015-08-14,0800-1200,81.5
2015-08-14,1200-1600,85.75
2015-08-14,1600-2000,80.0
2015-08-14,2000-0000,61.6
2015-08-15,0000-0400,74.5
2015-08-15,0400-0800,75.25
2015-08-15,0800-1200,85.75
2015-08-15,1200-1600,89.5
2015-08-15,1600-2000,83.0
2015-08-15,2000-0000,65.2
2015-08-16,0000-0400,78.5
2015-08-16,0400-0800,77.5
2015-08-16,0800-1200,85.75
2015-08-16,1200-1600,89.0
2015-08-16,1600-2000,84.75
2015-08-16,2000-0000,65.8
2015-08-17,0000-0400,80.5
2015-08-17,0400-0800,79.0
2015-08-17,0800-1200,88.75
2015-08-17,1200-1600,89.25
2015-08-17,1600-2000,87.5
2015-08-17,2000-0000,66.6
2015-08-18,0000-0400,78.2
2015-08-18,0400-0800,73.875
2015-08-18,0800-1200,84.25
2015-08-18,1200-1600,87.25
2015-08-18,1600-2000,80.75
2015-08-18,2000-0000,65.33333333333333
2015-08-19,0000-0400,77.66666666666667
2015-08-19,0400-0800,78.2
2015-08-19,0800-1200,82.75
2015-08-19,1200-1600,83.5
2015-08-19,1600-2000,80.0
2015-08-19,2000-0000,72.0
2015-08-20,0000-0400,78.18181818181819
2015-08-20,0400-0800,78.8
2015-08-20,0800-1200,82.85714285714286
2015-08-20,1200-1600,83.25
2015-08-20,1600-2000,80.6
2015-08-20,2000-0000,67.85714285714286
2015-08-21,0000-0400,76.14285714285714
2015-08-21,0400-0800,72.75
2015-08-21,0800-1200,76.5
2015-08-21,1200-1600,86.0
2015-08-21,1600-2000,82.5
2015-08-21,2000-0000,61.4
2015-08-22,0000-0400,72.25
2015-08-22,0400-0800,70.25
2015-08-22,0800-1200,78.5
2015-08-22,1200-1600,83.5
2015-08-22,1600-2000,79.0
2015-08-22,2000-0000,58.6
2015-08-23,0000-0400,71.0
2015-08-23,0400-0800,72.0
2015-08-23,0800-1200,78.57142857142857
2015-08-23,1200-1600,82.0
2015-08-23,1600-2000,79.0
2015-08-23,2000-0000,62.833333333333336
2015-08-24,0000-0400,74.125
2015-08-24,0400-0800,74.5
2015-08-24,0800-1200,81.5
2015-08-24,1200-1600,84.25
2015-08-24,1600-2000,79.5
2015-08-24,2000-0000,62.0
2015-08-25,0000-0400,77.25
2015-08-25,0400-0800,77.0
2015-08-25,0800-1200,84.25
2015-08-25,1200-1600,86.5
2015-08-25,1600-2000,83.25
2015-08-25,2000-0000,61.2
2015-08-26,0000-0400,70.75
2015-08-26,0400-0800,68.5
2015-08-26,0800-1200,78.25
2015-08-26,1200-1600,82.5
2015-08-26,1600-2000,78.5
2015-08-26,2000-0000,58.8
2015-08-27,0000-0400,68.75
2015-08-27,0400-0800,68.5
2015-08-27,0800-1200,76.75
2015-08-27,1200-1600,79.5
2015-08-27,1600-2000,75.25
2015-08-27,2000-0000,56.6
2015-08-28,0000-0400,66.75
2015-08-28,0400-0800,65.5
2015-08-28,0800-1200,74.75
2015-08-28,1200-1600,81.25
2015-08-28,1600-2000,77.75
2015-08-28,2000-0000,58.2
2015-08-29,0000-0400,69.25
2015-08-29,0400-0800,69.25
2015-08-29,0800-1200,79.5
2015-08-29,1200-1600,85.25
2015-08-29,1600-2000,78.25
2015-08-29,2000-0000,60.8
2015-08-30,0000-0400,73.75
2015-08-30,0400-0800,73.25
2015-08-30,0800-1200,83.25
2015-08-30,1200-1600,87.0
2015-08-30,1600-2000,83.25
2015-08-30,2000-0000,65.42857142857143
2015-08-31,0000-0400,77.0
2015-08-31,0400-0800,77.0
2015-08-31,0800-1200,83.0
